provider,region,instance_type,product_name,hourly_price_usd,gpu_type
Azure,chilecentral,Standard_NV32as_v4,Virtual Machines NVasv4 Series,0.522,Other
Azure,koreasouth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.50612,A10
Azure,northcentralus,Standard_NV6_Promo,Virtual Machines NV Promo Series Windows,0.96,Other
Azure,centralus,Standard_NC128lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,12.658,RTX PRO 6000
Azure,eastus2,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.12,Other
Azure,westus,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series,115.034,H100
Azure,attatlanta1,Standard_NV8as_v4,Virtual Machines NVasv4 Series Windows,1.184,Other
Azure,westus3,Standard_ND128isr_NDR_GB200_v6,Virtual Machines NDsrGB200NDRv6 Windows,114.048,GB200
Azure,westeurope,Standard_ND96asr_v4,Virtual Machines NDasr A100 v4 Series,35.357,Other
Azure,centralindia,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,3.646843,Other
Azure,polandcentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,1.165,Other
Azure,indonesiacentral,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.610532,H100
Azure,northeurope,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,11.52,MI300X
Azure,australiaeast,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.172603,A10
Azure,indonesiacentral,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,8.167,H100
Azure,westus2,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,1.692,Other
Azure,qatarcentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.119935,A10
Azure,canadacentral,Standard_NC24s_v3,Virtual Machines NCSv3 Series,2.488147,Other
Azure,canadacentral,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,7.865,A100
Azure,southeastus,Standard_ND96isrf_H100_v5,Virtual Machines NDsrf H100 v5 Series,127.816,H100
Azure,southafricanorth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.169414,A10
Azure,eastasia,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,8.03,Other
Azure,northcentralus,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,3.709,Other
Azure,canadacentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,1.118,Other
Azure,swedencentral,Standard_NG32adms_V620,Virtual Machines NGadsV620v1 Series Windows,5.765,Other
Azure,eastus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,0.904,A10
Azure,centralindia,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,7.984,A10
Azure,westus2,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.15254,Other
Azure,northeurope,Standard_NC128lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6,1.574,RTX PRO 6000
Azure,koreasouth,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.113,A10
Azure,westus2,Standard_NC256lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,22.776,RTX PRO 6000
Azure,westcentralus,Standard_ND96isrf_H100_v5,Virtual Machines NDsrf H100 v5 Series,23.620397,H100
Azure,israelcentral,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,17.925,Other
Azure,southcentralus,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series,5.288,Other
Azure,westus2,Standard_NV8as_v4,Virtual Machines NVasv4 Series Windows,0.834,Other
Azure,polandcentral,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,23.516,A100
Azure,koreacentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,3.646843,Other
Azure,eastus2,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,2.918,Other
Azure,polandcentral,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series,115.034,H100
Azure,westus3,Standard_NC8ads_A10_v4,Virtual Machines NCadsA10v4 Series Windows,0.271286,A10
Azure,northcentralus,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.241,Other
Azure,ukwest,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,42.929,A100
Azure,japanwest,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,1.757,Other
Azure,australiaeast,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.345391,A10
Azure,brazilsouth,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,100.416,MI300X
Azure,westus2,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series Windows,23.872,Other
Azure,centralindia,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,4.84709,A100
Azure,eastus2,Standard_NC24s_v3,Virtual Machines NCSv3 Series,2.261952,Other
Azure,francecentral,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.116,Other
Azure,spaincentral,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,24.436474,H100
Azure,westeurope,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,3.333053,Other
Azure,usgovarizona,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,1.977,Other
Azure,italynorth,Standard_NV16as_v4,Virtual Machines NVasv4 Series,1.165,Other
Azure,westcentralus,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,110.602,H100
Azure,eastus2,Standard_NV24s_v3,Virtual Machines NVSv3 Series Windows,0.625363,Other
Azure,qatarcentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,3.7,Other
Azure,australiaeast,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,0.77154,Other
Azure,westus3,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,102.736,H100
Azure,southeastasia,Standard_NV16as_v4,Virtual Machines NVasv4 Series,1.212,Other
Azure,eastus,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.312682,Other
Azure,westeurope,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.118,A10
Azure,westeurope,Standard_ND40s_v2,Virtual Machines NDSv2 Series,3.331944,Other
Azure,uksouth,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,2.278,A100
Azure,northcentralus,Standard_NV12_Promo,Virtual Machines NV Promo Series Windows,1.92,Other
Azure,northcentralus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,5.424,A10
Azure,francecentral,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.262,A10
Azure,eastus2,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.172234,Other
Azure,brazilsouth,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,69.606,H200
Azure,eastus2,Standard_NG16ads_V620_v1,Virtual Machines NGadsV620v1 Series Windows,0.370709,Other
Azure,westus2,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.34916,Other
Azure,usgovarizona,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,7.908,Other
Azure,usgovvirginia,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.94,Other
Azure,australiaeast,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,2.572,A100
Azure,eastus2,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,52.416,MI300X
Azure,jioindiawest,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,10.284,A100
Azure,westus2,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series,16.352582,H100
Azure,eastus2,Standard_NG32adms_V620,Virtual Machines NGadsV620v1 Series,0.61021,Other
Azure,spaincentral,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,10.51673,H100
Azure,usgovvirginia,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,7.11,Other
Azure,northcentralus,Standard_NV24_Promo,Virtual Machines NV Promo Series Windows,3.84,Other
Azure,northcentralus,Standard_ND96is_noIB_H100_v5,Virtual Machines NDsH100v5 Series Windows,110.587,H100
Azure,japanwest,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.27608,Other
Azure,koreasouth,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.687,A10
Azure,koreasouth,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.567,A10
Azure,northcentralus,Standard_NV12ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.32377,Other
Azure,australiaeast,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.28362,Other
Azure,eastus,Standard_ND96asr_v4,Virtual Machines NDasr A100 v4 Series Windows,6.95486,Other
Azure,attdallas1,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,5.386,Other
Azure,northeurope,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,10.216,H100
Azure,westus2,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series Windows,92.904,H100
Azure,eastus,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.466,Other
Azure,southcentralus,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.109,A10
Azure,eastasia,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.294709,A10
Azure,swedencentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.163,A10
Azure,southeastasia,Standard_NP40s,Virtual Machines NP Series,1.716,Other
Azure,northeurope,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,1.342,Other
Azure,westeurope,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,5.876,A10
Azure,usgovvirginia,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.262,A10
Azure,westus,Standard_NC320ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6 Windows,7.2568,RTX PRO 6000
Azure,westeurope,Standard_NG32adms_V620,Virtual Machines NGadsV620v1 Series Windows,2.306,Other
Azure,switzerlandnorth,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,4.481,Other
Azure,switzerlandnorth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,12.636,A10
Azure,northcentralus,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.448,Other
Azure,usgovarizona,Standard_NV8as_v4,Virtual Machines NVasv4 Series Windows,0.95,Other
Azure,francecentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,3.115174,Other
Azure,switzerlandnorth,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,51.277,A100
Azure,francecentral,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.015,Other
Azure,usgovvirginia,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,16.157,Other
Azure,sgxsingapore1,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.61,Other
Azure,australiaeast,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,3.916827,H100
Azure,israelcentral,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,7.17,Other
Azure,qatarcentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,7.935,Other
Azure,australiaeast,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,6.554,A10
Azure,usgovarizona,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,4.04,Other
Azure,westus2,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,4.856,A10
Azure,southeastasia,Standard_NV32as_v4,Virtual Machines NVasv4 Series,2.423,Other
Azure,eastus,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.172234,Other
Azure,southeastasia,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.693,A10
Azure,westeurope,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.116,Other
Azure,westus2,Standard_NC12s_v3,Virtual Machines NCSv3 Series Windows,6.672,Other
Azure,westus2,Standard_NP40s,Virtual Machines NP Series,6.6,Other
Azure,australiaeast,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,12.86,A100
Azure,eastus,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,14.56,Other
Azure,southcentralus,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series Windows,11.311,Other
Azure,centralindia,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,8.36064,H100
Azure,usgovarizona,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,6.464,Other
Azure,westus2,Standard_NC24r_Promo,Virtual Machines NC Promo Series Windows,2.846,Other
Azure,uaenorth,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,68.64,MI300X
Azure,eastasia,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.600738,A10
Azure,eastus2,Standard_NV12s_v3,Virtual Machines NVSv3 Series,1.14,Other
Azure,northeurope,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.661,Other
Azure,francecentral,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,1.5424,Other
Azure,chilecentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.261,Other
Azure,attdallas1,Standard_NV32as_v4,Virtual Machines NVasv4 Series,0.783,Other
Azure,northcentralus,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series,21.237,H100
Azure,westus2,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.292,A10
Azure,uksouth,Standard_NM16ads_MA35D  ,Virtual Machines NMadsMA35D Series Windows,0.586555,Other
Azure,usgovarizona,Standard_NC24s_v3,Virtual Machines NCSv3 Series,2.714342,Other
Azure,southcentralus,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,4.074101,A100
Azure,uksouth,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.13,A10
Azure,eastus2,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series,16.352582,H100
Azure,westeurope,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,19.656,H100
Azure,uaecentral,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,26.134,A100
Azure,northeurope,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,16.752,H100
Azure,centralus,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.508968,Other
Azure,francecentral,Standard_NC12s_v3,Virtual Machines NCSv3 Series Windows,3.0848,Other
Azure,southeastasia,Standard_NV24_Promo,Virtual Machines NV Promo Series Windows,4.919,Other
Azure,southafricanorth,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.32,A10
Azure,uksouth,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,10.565,H100
Azure,usgovarizona,Standard_NV24s_v3,Virtual Machines NVSv3 Series,0.52668,Other
Azure,swedencentral,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.112,Other
Azure,japaneast,Standard_NV12s_v3,Virtual Machines NVSv3 Series,0.291984,Other
Azure,westus3,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,0.87,Other
Azure,swedencentral,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,127.816,H100
Azure,japaneast,Standard_NG32ads_V620_v1,Virtual Machines NGadsV620v1 Series Windows,5.152,Other
Azure,eastus,Standard_NC12_Promo,Virtual Machines NC Promo Series Windows,1.344,Other
Azure,westeurope,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.814598,Other
Azure,westus,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,7.443,Other
Azure,japanwest,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.83889,Other
Azure,israelcentral,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.402,Other
Azure,canadacentral,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,20.86,H100
Azure,switzerlandnorth,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,19.607,Other
Azure,northeurope,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.100716,A10
Azure,northeurope,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.201432,A10
Azure,eastus,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.584,A10
Azure,northcentralus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.085,A10
Azure,polandcentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,4.703,A100
Azure,northeurope,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.051744,Other
Azure,westeurope,Standard_NC16ads_A10_v4,Virtual Machines NCadsA10v4 Series Windows,3.596,A10
Azure,westus,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,47.017,A100
Azure,westus3,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,18.169536,H100
Azure,swedencentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.54176,A10
Azure,southeastasia,Standard_NC32ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,2.019,RTX PRO 6000
Azure,malaysiawest,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,3.267,H100
Azure,eastus2,Standard_NC32lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6,0.2486,RTX PRO 6000
Azure,northeurope,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.303442,A10
Azure,eastasia,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.281,A10
Azure,centralindia,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.51,Other
Azure,uksouth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.118178,A10
Azure,francecentral,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,3.163,Other
Azure,northeurope,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.085,A10
Azure,westus,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,0.986515,A100
Azure,southeastasia,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,3.613,Other
Azure,uksouth,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,46.01,H100
Azure,westeurope,Standard_NC8ads_A10_v4,Virtual Machines NCadsA10v4 Series Windows,0.719,A10
Azure,switzerlandwest,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,60.919,A100
Azure,westus2,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,1.250726,Other
Azure,uksouth,Standard_NC6_Promo,Virtual Machines NC Promo Series Windows,0.84,Other
Azure,attdallas1,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.0978,Other
Azure,southindia,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.37,Other
Azure,usgovarizona,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,7.11,Other
Azure,southeastasia,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,4.16,A10
Azure,centralus,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.206422,A10
Azure,canadaeast,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,17.496,A100
Azure,brazilsouth,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,17.7408,MI300X
Azure,canadacentral,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,5.827,Other
Azure,westeurope,Standard_NP20s,Virtual Machines NP Series,4.29,Other
Azure,norwayeast,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,46.861,A100
Azure,uksouth,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.922,A10
Azure,northeurope,Standard_NC12_Promo,Virtual Machines NC Promo Series Windows,1.407,Other
Azure,eastus2,Standard_NG32ads_V620_v1,Virtual Machines NGadsV620v1 Series Windows,0.741418,Other
Azure,usgovvirginia,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,1.461398,Other
Azure,mexicocentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,1.761,Other
Azure,australiaeast,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.934,A10
Azure,uksouth,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,11.391,A100
Azure,westus3,Standard_ND96is_noIB_H100_v5,Virtual Machines NDsH100v5 Series Windows,92.904,H100
Azure,southcentralus2,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,39.078,H200
Azure,japaneast,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.243382,A10
Azure,germanywestcentral,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.116,Other
Azure,centralus,Standard_NM16ads_MA35D  ,Virtual Machines NMadsMA35D Series Windows,3.135,Other
Azure,westus2,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,7.056,H100
Azure,centralindia,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,9.29,H100
Azure,spaincentral,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,45.378,A100
Azure,centralindia,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.823,A10
Azure,uksouth,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,40.962,A100
Azure,westus2,Standard_NC32lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,2.715,RTX PRO 6000
Azure,eastus,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series Windows,3.688,Other
Azure,westeurope,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,7.908,Other
Azure,italynorth,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.866,A10
Azure,northcentralus,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.748,A10
Azure,southcentralus,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.085747,Other
Azure,australiaeast,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,6.43,A100
Azure,westus2,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,2.938,A100
Azure,spaincentral,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,40.962,A100
Azure,koreacentral,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.55237,Other
Azure,usgovvirginia,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.291,Other
Azure,swedencentral,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.326,A10
Azure,eastus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,4.52,A10
Azure,norwayeast,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,13.33202,A100
Azure,eastus2,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,37.186,A100
Azure,switzerlandnorth,Standard_NV24s_v3,Virtual Machines NVSv3 Series Windows,0.783367,Other
Azure,japaneast,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,0.826056,Other
Azure,westus,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,0.955,A100
Azure,northeurope,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,3.163671,Other
Azure,uksouth,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.436,Other
Azure,italynorth,Standard_ND96asr_v4,Virtual Machines NDasr A100 v4 Series,35.357,Other
Azure,eastus2,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.308246,Other
Azure,australiaeast,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,142.6,H100
Azure,koreacentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.356,A10
Azure,southeastasia,Standard_NC64lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,6.36,RTX PRO 6000
Azure,canadacentral,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,3.492694,H100
Azure,eastus,Standard_NC256lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,4.5552,RTX PRO 6000
Azure,eastus2,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.508573,Other
Azure,westus3,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,2.918,Other
Azure,northcentralus,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,1.763,A100
Azure,westeurope,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,5.27699,A100
Azure,swedencentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.346,A10
Azure,southcentralus,Standard_NC32ads_A10_v4,Virtual Machines NCadsA10v4 Series Windows,1.24777,A10
Azure,eastus,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,13.96,H100
Azure,norwaywest,Standard_NV24s_v3,Virtual Machines NVSv3 Series,4.076,Other
Azure,australiaeast,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,8.566,Other
Azure,northcentralus,Standard_ND96is_noIB_H100_v5,Virtual Machines NDsH100v5 Series,106.171,H100
Azure,westeurope,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.658,Other
Azure,koreasouth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.045229,A10
Azure,centralindia,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,9.128,A10
Azure,westus2,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,3.822,A100
Azure,westus3,Standard_NC16ads_A10_v4,Virtual Machines NCadsA10v4 Series Windows,2.936,A10
Azure,eastus2,Standard_NG32adms_V620,Virtual Machines NGadsV620v1 Series,0.66,Other
Azure,westus,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,16.3332,H100
Azure,uaenorth,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,4.368672,H100
Azure,australiacentral,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.45385,Other
Azure,centralindia,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,2.148,Other
Azure,southcentralus,Standard_NV24s_v3,Virtual Machines NVSv3 Series,2.736,Other
Azure,canadacentral,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,2.692166,Other
Azure,westeurope,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series,3.12,Other
Azure,southcentralus,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.6732,Other
Azure,usgovarizona,Standard_NC12_Promo,Virtual Machines NC Promo Series,0.95,Other
Azure,attdallas1,Standard_NV32as_v4,Virtual Machines NVasv4 Series,3.914,Other
Azure,francecentral,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.0582,Other
Azure,northcentralus,Standard_NV12_Promo,Virtual Machines NV Promo Series,1.368,Other
